"No.","Object designation","Diameter in m","Impact date/time in UTC","IP max","PS max","TS","Years","IP cum","PS cum","Vel. in km/s","In list since in d"
"1159","2023MQ","9 - 20*","2109-11-03 09:16","1/1.25E6","-7.57","0","2075-2120","1/344827","-6.93","14.35","891"
"1160","2024RH6","5 - 12*","2072-09-07 19:15","1/840336","-7.58","0","2066-2087","1/374531","-7.27","15.37","444"
"1161","2019WU","11 - 24*","2108-12-05 05:48","1/2.02E6","-7.58","0","2073-2113","1/1.59E6","-7.46","14.99","2195"
"1162","2016JN38","4 - 9*","2039-05-02 02:58","1/3.13E6","-7.58","0","2039-2122","1/202839","-6.96","23.38","3468"
"1163","2022KM4","180 - 400*","2075-01-13 22:10","1/6.80E9","-7.58","0","2075","1/4.48E9","-7.40","27.36","1278"
"1164","2012MY2","13 - 30*","2117-08-12 19:47","1/2.66E6","-7.58","0","2117-2120","1/2.55E6","-7.56","11.76","4906"
"1165","2023GE","9 - 19*","2122-04-07 01:26","1/1.23E6","-7.58","0","2122","1/518134","-7.20","15.57","968"
"1166","2024WG12","4 - 8*","2122-11-28 14:00","1/131752","-7.59","0","2093-2122","1/92592","-7.41","12.47","361"
"1167","2022UY12","6 - 12*","2100-10-25 02:01","1/714285","-7.59","0","2100-2107","1/704225","-7.58","19.90","1125"
"1168","2016NJ56","30 - 70*","2036-12-17 17:53","1/9.01E7","-7.59","0","2036-2059","1/9.01E7","-7.59","12.22","3387"
"1169","2022UW15","2.6 - 6*","2061-10-30 07:02","1/125000","-7.59","0","2057-2065","1/94339","-7.47","13.45","1123"
"1170","2010HP20","7 - 16*","2065-04-18 15:49","1/526315","-7.60","0","2043-2085","1/109649","-6.77","12.94","5695"
"1171","2019AK12","9 - 21*","2119-01-14 15:09","1/1.77E6","-7.60","0","2119-2121","1/1.03E6","-7.37","18.85","2505"
"1172","2019KL","14 - 30*","2062-05-25 19:41","1/1.25E7","-7.60","0","2062","1/1.25E7","-7.60","18.15","2375"
"1173","2024TO6","10 - 22*","2091-04-04 13:44","1/5.26E6","-7.61","0","2057-2099","1/5.24E6","-7.61","20.77","413"
"1174","2017KC36","10 - 21*","2061-05-24 20:23","1/5.29E6","-7.61","0","2061","1/5.29E6","-7.61","16.29","3078"
"1175","2019NK1","2.9 - 6*","2114-07-03 19:12","1/74626","-7.61","0","2089-2121","1/32467","-7.22","13.77","2336"
"1176","2008UC202","5 - 12*","2116-04-26 15:13","1/384615","-7.61","0","2116-2119","1/333333","-7.55","11.93","2261"
"1177","2021GW6","6 - 14*","2057-04-08 14:17","1/3.72E6","-7.61","0","2057","1/3.72E6","-7.61","25.26","1669"
"1178","2019QR8","7 - 15*","2121-08-26 07:55","1/787401","-7.61","0","2105-2121","1/740740","-7.58","17.14","2263"
"1179","2020SN6","5 - 10*","2092-09-23 00:07","1/283286","-7.61","0","2044-2122","1/44052","-6.70","12.47","1884"
"1180","2016DK2","4 - 9*","2069-02-21 08:30","1/826446","-7.62","0","2069-2109","1/826446","-7.62","20.83","3556"
"1181","2014QN266","16 - 40*","2078-08-23 17:19","1/5.71E6","-7.62","0","2078-2119","1/2.38E6","-7.33","11.54","4109"
"1182","2023LM1","6 - 12*","2114-06-16 03:38","1/452488","-7.62","0","2114","1/452488","-7.62","14.34","894"
"1183","2019FB1","8 - 17*","2117-04-02 20:35","1/833333","-7.62","0","2117","1/833333","-7.62","13.72","2434"
"1184","2025FN7","1.9 - 4*","2105-03-22 08:39","1/36630","-7.62","0","2081-2124","1/19723","-7.35","13.44","245"
"1185","2024UD11","4 - 8*","2092-11-01 19:15","1/361010","-7.63","0","2085-2114","1/178571","-7.33","18.12","390"
"1186","2016EV84","13 - 29*","2080-03-11 06:38","1/4.07E6","-7.63","0","2056-2096","1/4.02E6","-7.62","13.41","3547"
"1187","2018EZ2","13 - 30*","2118-03-15 11:52","1/3.57E6","-7.63","0","2118","1/3.57E6","-7.63","14.59","2812"
"1188","2019KT","13 - 29*","2110-05-29 17:33","1/4.44E6","-7.63","0","2110","1/4.44E6","-7.63","16.18","2375"
"1189","2015VO142","4 - 10*","2078-12-06 13:59","1/277008","-7.63","0","2046-2122","1/138312","-7.36","11.52","3663"
"1190","2025HO","4 - 9*","2099-10-23 10:03","1/324675","-7.63","0","2056-2125","1/134408","-7.25","15.85","219"
"1191","2021GW1","9 - 21*","2082-03-29 23:40","1/2.31E6","-7.64","0","2082-2120","1/799999","-7.29","16.01","1694"
"1192","2014HJ197","2.2 - 5*","2050-04-20 13:45","1/145137","-7.64","0","2045-2122","1/39215","-7.16","12.02","4019"
"1193","2025QD11","150 - 300*","2060-08-11 13:57","1/3.05E10","-7.64","0","2060-2125","1/2.23E10","-7.59","23.93","89"
"1194","2024VR4","3 - 7*","2106-11-28 05:18","1/104602","-7.65","0","2090-2122","1/40983","-7.25","11.41","377"
"1195","2019YA3","14 - 30*","2064-12-07 00:03","1/8.47E6","-7.65","0","2064-2112","1/4.76E6","-7.44","13.88","2161"
"1196","2017RX17","16 - 30*","2085-09-05 19:36","1/1.22E7","-7.65","0","2040-2117","1/6.33E6","-7.45","21.50","2981"
"1197","2025SB21","1.5 - 3*","2113-09-29 06:17","1/21186","-7.65","0","2083-2120","1/15552","-7.47","13.67","57"
"1198","2017OO1","30 - 70*","2115-07-22 15:14","1/3.85E7","-7.66","0","2115","1/3.85E7","-7.66","15.03","3045"
"1199","2016CE31","8 - 18*","2119-07-24 04:38","1/1.16E6","-7.66","0","2101-2120","1/384615","-7.18","13.45","3579"
"1200","2020AR1","10 - 22*","2121-01-14 11:12","1/1.72E6","-7.66","0","2072-2121","1/1.18E6","-7.45","14.43","2152"
"1201","2018EL4","24 - 50*","2115-03-08 16:19","1/1.21E7","-7.66","0","2102-2115","1/4E6","-7.17","12.50","2811"
"1202","2017YC6","18 - 40*","2080-12-28 04:19","1/1.93E7","-7.66","0","2080-2090","1/1.93E7","-7.66","19.56","2889"
"1203","2025TS14","2.7 - 6*","2081-10-07 09:13","1/113378","-7.66","0","2074-2124","1/58479","-7.42","11.47","34"
"1204","2022SW24","6 - 13*","2092-09-28 01:27","1/813008","-7.67","0","2077-2098","1/414937","-7.34","15.82","1154"
"1205","2022BF","10 - 23*","2099-01-27 12:20","1/3.11E6","-7.67","0","2097-2099","1/1.57E6","-7.37","16.59","1403"
"1206","2022PW40","1.2 - 2.6*","2059-08-05 05:58","1/29325","-7.67","0","2059","1/29325","-7.67","12.90","763"
"1207","2016TT","17 - 40*","2088-09-26 13:02","1/1.15E7","-7.67","0","2062-2088","1/8.93E6","-7.53","16.09","3340"
"1208","2021JF4","90 - 210*","2064-11-01 23:14","1/2.42E9","-7.68","0","2064","1/2.42E9","-7.68","29.58","1660"
"1209","2023CZ2","4 - 10*","2117-02-05 15:25","1/169491","-7.68","0","2101-2121","1/88495","-7.40","11.84","1016"
"1210","2018WE","6 - 13*","2057-11-20 08:57","1/1.89E6","-7.68","0","2057-2121","1/990099","-7.49","16.95","2555"
"1211","2021SF1","10 - 23*","2103-12-05 17:43","1/1.67E6","-7.68","0","2091-2104","1/1.63E6","-7.67","11.53","1520"
"1212","2022YR4","5 - 11*","2081-12-26 23:13","1/515463","-7.68","0","2068-2118","1/215053","-7.36","13.49","1066"
"1213","2015EG7","9 - 20*","2093-03-23 07:39","1/2.78E6","-7.68","0","2090-2121","1/1.49E6","-7.43","16.97","3907"
"1214","2016WR55","5 - 12*","2115-11-29 07:50","1/781250","-7.68","0","2100-2115","1/401606","-7.38","18.03","3260"
"1215","2022DA3","8 - 17*","2077-03-01 20:59","1/1.80E6","-7.69","0","2071-2110","1/1.73E6","-7.67","15.12","1368"
"1216","2013QM48","10 - 22*","2097-08-23 13:44","1/1.73E6","-7.69","0","2096-2120","1/900900","-7.44","13.44","4467"
"1217","2022KC3","13 - 30*","2115-08-21 17:24","1/2.80E6","-7.69","0","2105-2115","1/2.45E6","-7.62","12.17","1280"
"1218","2006BB9","19 - 40*","2113-01-16 22:08","1/1.44E7","-7.69","0","2057-2113","1/1.44E7","-7.69","17.14","1210"
"1219","2015VN64","8 - 17*","2088-11-03 17:21","1/3.05E6","-7.69","0","2088-2094","1/2E6","-7.50","19.38","3671"
"1220","2021NF90","2.2 - 5*","2069-07-15 21:22","1/185528","-7.70","0","2065-2085","1/40322","-7.07","17.59","376"
"1221","2019SG1","8 - 18*","2064-09-25 05:41","1/4.31E6","-7.70","0","2064","1/3.94E6","-7.66","20.11","2258"
"1222","2021FU","9 - 21*","2088-03-27 09:02","1/2.29E6","-7.70","0","2086-2120","1/1.01E6","-7.39","14.29","1712"
"1223","2002XV90","21 - 50*","2113-12-12 01:38","1/2.66E7","-7.71","0","2078-2114","1/2.45E7","-7.67","13.54","5322"
"1224","2003YS70","5 - 10*","2057-02-02 13:31","1/699300","-7.71","0","2052-2120","1/256410","-7.35","11.62","6252"
"1225","2019VC37","3 - 7*","2114-11-02 04:17","1/100806","-7.71","0","2082-2121","1/27100","-7.09","12.54","1144"
"1226","2017TT3","21 - 50*","2059-06-14 23:36","1/2.92E7","-7.71","0","2059-2096","1/2.88E7","-7.71","14.16","2963"
"1227","2025MJ91","8 - 19*","2109-06-29 15:29","1/1.52E6","-7.71","0","2109","1/1.52E6","-7.71","13.02","147"
"1228","2024UG21","10 - 22*","2090-10-26 03:22","1/4.72E6","-7.72","0","2086-2113","1/1.73E6","-7.31","17.46","384"
"1229","2022KX2","8 - 17*","2107-11-07 07:28","1/990099","-7.72","0","2069-2122","1/208333","-6.97","13.12","1280"
"1230","2022CL3","6 - 14*","2093-02-13 16:34","1/943396","-7.72","0","2093","1/943396","-7.72","14.19","1387"
"1231","2021EW1","6 - 14*","2103-03-07 06:55","1/735294","-7.72","0","2103","1/735294","-7.72","14.24","1724"
"1232","2021CA6","5 - 11*","2087-02-13 10:30","1/555555","-7.72","0","2087-2121","1/140252","-7.19","12.87","1748"
"1233","2009SH2","28 - 60*","2119-09-28 21:02","1/1.89E7","-7.72","0","2119","1/1.89E7","-7.72","11.95","5911"
"1234","2022SH10","17 - 40*","2120-09-17 10:04","1/1.56E7","-7.72","0","2120","1/1.1E7","-7.57","24.72","1157"
"1235","2020XU4","8 - 18*","2112-12-02 20:06","1/909090","-7.72","0","2112","1/909090","-7.72","13.02","1808"
"1236","2024TG","6 - 13*","2089-09-29 10:13","1/1.03E6","-7.73","0","2089","1/1.03E6","-7.73","15.26","420"
"1237","2023OE5","15 - 30*","2120-08-05 03:15","1/4.85E6","-7.73","0","2120","1/4.85E6","-7.73","11.71","850"
"1238","2025HT6","60 - 130*","2124-12-31 12:51","1/1.41E8","-7.74","0","2124","1/1.41E8","-7.74","13.63","211"
"1239","2018DU1","8 - 17*","2118-03-03 12:58","1/1.03E6","-7.74","0","2088-2121","1/806451","-7.61","13.03","2828"
"1240","2020QN4","5 - 12*","2117-02-26 21:43","1/403225","-7.74","0","2065-2121","1/103305","-7.03","13.48","1920"
"1241","2017RJ2","8 - 18*","2119-09-18 10:52","1/2.53E6","-7.74","0","2102-2121","1/675675","-7.14","19.47","2207"
"1242","2012TU231","14 - 30*","2117-10-13 08:34","1/7.04E6","-7.74","0","2117","1/7.04E6","-7.74","14.97","3996"
"1243","2021GE226","6 - 13*","2092-04-12 00:35","1/1.04E6","-7.75","0","2092-2113","1/534759","-7.51","14.23","568"
"1244","2023WT2","8 - 18*","2079-05-20 08:12","1/3.45E6","-7.75","0","2033-2119","1/925925","-7.14","17.56","733"
"1245","2025UD12","4 - 9*","2112-10-23 06:01","1/450450","-7.75","0","2112","1/450450","-7.75","14.03","26"
"1246","2025QA5","8 - 18*","2033-08-25 04:10","1/1.71E7","-7.76","0","2033","1/1.71E7","-7.76","13.82","93"
"1247","2018WH1","6 - 12*","2080-11-22 22:32","1/591716","-7.76","0","2080-2111","1/245098","-7.48","11.89","2555"
"1248","2021TH13","7 - 15*","2114-10-18 08:37","1/769230","-7.76","0","2096-2119","1/581395","-7.61","14.13","1504"
"1249","2011UD21","5 - 12*","2105-02-20 20:47","1/427350","-7.76","0","2105-2116","1/401606","-7.74","11.25","3451"
"1250","2011CF66","8 - 17*","2033-02-15 07:50","1/6.58E6","-7.76","0","2026-2122","1/531914","-7.00","20.31","5334"
"1251","2005TK50","4 - 10*","2106-03-15 14:33","1/1.55E6","-7.77","0","2106","1/1.55E6","-7.77","23.42","6252"
"1252","2022UV10","6 - 14*","2121-10-26 01:54","1/800000","-7.77","0","2110-2121","1/602409","-7.64","14.41","1126"
"1253","2021KB22","2.9 - 6*","2080-05-29 11:32","1/185873","-7.77","0","2080-2121","1/74626","-7.45","12.74","568"
"1254","2014JV79","21 - 50*","2052-11-14 04:35","1/5.46E7","-7.78","0","2026-2116","1/2.77E7","-7.34","14.46","4019"
"1255","2023HY","6 - 13*","2098-04-14 18:57","1/1.39E6","-7.78","0","2098-2100","1/751879","-7.51","18.82","953"
"1256","2014LJ","5 - 11*","2083-05-19 08:36","1/641025","-7.78","0","2055-2122","1/57803","-6.78","11.75","4193"
"1257","2025RT3","10 - 21*","2057-09-13 12:09","1/1.31E7","-7.78","0","2057","1/1.31E7","-7.78","19.65","71"
"1258","2021UK2","12 - 27*","2069-10-19 20:50","1/9.17E6","-7.79","0","2069-2121","1/1.1E6","-7.09","16.46","1489"
"1259","2006UQ216","9 - 19*","2115-02-15 16:24","1/1.67E6","-7.79","0","2077-2116","1/680272","-7.36","11.79","6252"
"1260","2019CM5","8 - 17*","2099-02-02 02:43","1/1.11E6","-7.79","0","2065-2099","1/473933","-7.33","12.42","2478"
"1261","2025DM2","10 - 22*","2106-02-25 15:19","1/4.37E6","-7.80","0","2100-2106","1/3.08E6","-7.64","18.82","277"
"1262","2022MJ15","1.6 - 4*","2115-06-21 10:08","1/36363","-7.80","0","2091-2115","1/26881","-7.66","13.24","762"
"1263","2022EF1","4 - 10*","2075-03-06 09:08","1/709219","-7.80","0","2047-2122","1/129198","-7.16","15.44","1363"
"1264","2022TX1","50 - 120*","2111-09-16 04:13","1/1.42E8","-7.80","0","2109-2111","1/1.41E8","-7.80","14.88","1147"
"1265","2019UB8","4 - 10*","2057-10-30 11:35","1/1.10E6","-7.81","0","2053-2118","1/203252","-7.32","15.22","2222"
"1266","2016GS134","8 - 18*","2070-03-31 14:20","1/3.19E6","-7.81","0","2070-2122","1/2.16E6","-7.71","15.69","3519"
"1267","2017KB3","27 - 60*","2117-11-22 07:01","1/3.14E7","-7.81","0","2100-2120","1/1.47E7","-7.46","15.99","3110"
"1268","2021UG2","7 - 16*","2103-10-27 13:38","1/1.77E6","-7.81","0","2075-2119","1/625000","-7.35","17.19","1490"
"1269","2020DQ16","8 - 17*","2103-02-18 23:15","1/1.64E6","-7.81","0","2080-2122","1/826446","-7.53","14.86","1209"
"1270","2020FD","8 - 18*","2043-03-19 00:33","1/1.20E7","-7.81","0","2027-2122","1/4.57E6","-7.40","19.04","2080"
"1271","2022JM","5 - 11*","2101-11-12 00:06","1/406504","-7.82","0","2092-2122","1/104058","-7.28","12.10","1302"
"1272","2023PZ","4 - 9*","2093-08-01 15:25","1/308641","-7.83","0","2077-2095","1/245700","-7.72","11.23","836"
"1273","2024XD11","7 - 15*","2077-11-29 14:33","1/1.77E6","-7.84","0","2077-2108","1/1.73E6","-7.83","11.68","352"
"1274","2024UW7","2.4 - 5*","2121-10-30 17:55","1/165289","-7.84","0","2056-2121","1/86206","-7.45","19.21","392"
"1275","2019BX1","7 - 15*","2120-01-10 07:38","1/675675","-7.84","0","2106-2120","1/649350","-7.82","11.85","2493"
"1276","2022QD8","19 - 40*","2102-09-02 18:03","1/2.74E7","-7.84","0","2102","1/2.74E7","-7.84","20.33","1184"
"1277","2023CW2","3 - 7*","2107-04-15 06:46","1/125470","-7.84","0","2099-2120","1/52631","-7.48","11.32","1016"
"1278","2025HS18","9 - 20*","2090-05-07 10:24","1/3.56E6","-7.84","0","2090","1/3.56E6","-7.84","14.40","209"
"1279","2014UY57","10 - 21*","2090-10-15 02:32","1/3.91E6","-7.85","0","2079-2104","1/2.39E6","-7.63","14.14","4048"
"1280","2020PC","7 - 16*","2074-07-16 18:50","1/1.42E6","-7.85","0","2056-2116","1/306748","-7.29","11.28","1937"
"1281","2023TG8","7 - 15*","2119-10-12 23:26","1/1.65E6","-7.85","0","2108-2121","1/1.21E6","-7.71","16.88","774"
"1282","2024PJ3","6 - 13*","2082-08-06 06:49","1/2.70E6","-7.86","0","2082-2085","1/2.13E6","-7.76","19.65","472"
"1283","2014EU","7 - 16*","2117-03-03 00:51","1/1.31E6","-7.86","0","2083-2121","1/900900","-7.70","12.52","4280"
"1284","2021YB","9 - 20*","2120-12-22 12:13","1/1.52E6","-7.86","0","2099-2120","1/1.15E6","-7.74","12.48","1439"
"1285","2017FB1","60 - 130*","2092-03-02 20:35","1/6.37E8","-7.86","0","2092","1/6.37E8","-7.86","24.80","3164"
"1286","2007FP3","5 - 11*","2106-03-16 04:50","1/877193","-7.86","0","2055-2118","1/476190","-7.51","14.78","6252"
"1287","2024FY1","15 - 30*","2114-03-25 04:36","1/1.02E7","-7.87","0","2091-2114","1/5.56E6","-7.56","15.24","615"
"1288","2019JP144","9 - 20*","2113-05-13 20:52","1/3.85E6","-7.87","0","2113","1/3.85E6","-7.87","18.79","568"
"1289","2022WS27","2.3 - 5*","2106-11-24 12:47","1/123152","-7.87","0","2077-2107","1/61349","-7.57","15.00","953"
"1290","2016TQ54","10 - 21*","2096-10-02 20:54","1/3.28E6","-7.87","0","2082-2118","1/980392","-7.39","14.33","3332"
"1291","2019TD","4 - 9*","2060-09-29 07:56","1/854700","-7.88","0","2042-2060","1/675675","-7.69","14.85","2247"
"1292","2015JC1","10 - 22*","2068-05-11 22:46","1/1.08E7","-7.88","0","2068-2102","1/4.67E6","-7.62","18.94","3850"
"1293","2022OC4","9 - 20*","2113-11-14 02:18","1/2.01E6","-7.88","0","2087-2119","1/980392","-7.53","13.28","1214"
"1294","2021CD","10 - 23*","2118-01-28 14:31","1/3.03E6","-7.88","0","2118-2122","1/1.53E6","-7.59","14.74","1757"
"1295","2019XV","4 - 9*","2119-10-30 03:12","1/268817","-7.88","0","2064-2122","1/156739","-7.61","11.25","2183"
"1296","2024SL1","4 - 10*","2122-09-22 16:54","1/490196","-7.89","0","2110-2122","1/416666","-7.82","13.75","426"
"1297","2024YX3","12 - 26*","2120-12-16 00:19","1/4.90E6","-7.89","0","2120","1/4.9E6","-7.89","13.55","332"
"1298","2021CK3","2.9 - 7*","2107-02-08 01:49","1/239234","-7.89","0","2056-2122","1/63694","-7.26","17.65","1750"
"1299","2022JV","3 - 7*","2103-05-06 21:39","1/253164","-7.89","0","2092-2121","1/59880","-7.29","14.64","1299"
"1300","2019VE4","7 - 16*","2091-10-30 05:31","1/1.91E6","-7.89","0","2091-2116","1/1.06E6","-7.69","14.34","2211"
"1301","2022SL48","12 - 27*","2089-09-23 21:29","1/7.04E6","-7.89","0","2089","1/7.04E6","-7.89","14.34","1151"
"1302","2025SS7","2.4 - 5*","2071-09-24 22:41","1/189035","-7.90","0","2071-2124","1/154798","-7.85","12.23","62"
"1303","2020AC1","6 - 13*","2121-01-02 02:30","1/653594","-7.90","0","2110-2121","1/284900","-7.52","12.81","2152"
"1304","2023EG1","9 - 20*","2106-09-13 00:54","1/2.52E6","-7.90","0","2091-2117","1/952380","-7.46","13.16","987"
"1305","2021RS5","6 - 13*","2105-09-09 02:46","1/900900","-7.90","0","2084-2121","1/290697","-7.43","13.55","1536"
